gene,gscore,druggable,A,B
ACAP1,0.149999999999999994,False,True,True
ACAP2,0.149999999999999994,False,False,True
ACAP3,0.149999999999999994,False,False,True
ACAT2,0.385099999999999998,True,False,True
ACBD4,0.0749999999999999972,False,False,True
ACBD5,0.149999999999999994,False,False,True
ACBD6,0.149999999999999994,False,False,True
ACD,0.149999999999999994,False,False,True
ACE,0.225000000000000006,True,False,True
ACHE,0.335699999999999998,True,False,True
ACIN1,0.225000000000000006,False,False,True
ACKR1,0,False,False,True
ACKR4,0,False,False,True
ACLY,0.149999999999999994,False,False,True
ACO2,0.33450000000000002,True,False,True
ACOT11,0.149999999999999994,False,False,True
ACOT12,0.0749999999999999972,False,False,True
ACOT13,0,True,False,True
ACOT4,0.149999999999999994,False,False,True
ACOT6,0.149999999999999994,False,False,True
ACOT8,0.149999999999999994,False,False,True
ACOX1,0.360700000000000021,True,False,True
ACOXL,0.0749999999999999972,False,False,True
ACP1,0.326500000000000012,True,False,True
ACP6,0.225000000000000006,False,False,True
ACRV1,0.0749999999999999972,False,False,True
ACSL1,0.364300000000000013,True,False,True
ACSL3,0.436900000000000011,True,False,True
ACSL6,0.517700000000000049,False,False,True
ACSM1,0.0749999999999999972,False,False,True
ACSM6,0,False,False,True
ACTA1,0.0749999999999999972,True,False,True
ACTA2,0.0749999999999999972,False,False,True
ACTC1,0.0749999999999999972,False,False,True
ACTL6B,0.149999999999999994,False,False,True
ACTL9,0.0749999999999999972,False,False,True
ACTN2,0.149999999999999994,False,False,True
ACTN4,0.149999999999999994,False,False,True
ACTR1A,0.225000000000000006,False,False,True
ACTR2,0.376199999999999979,False,False,True
ACTR3B,0.149999999999999994,False,False,True
ACTR3C,0.149999999999999994,False,False,True
ACTR8,0.149999999999999994,False,False,True
ACTRT3,0,False,False,True
ACVR1B,0.225000000000000006,True,False,True
ACVR2A,0.456100000000000005,False,True,True
ACVR2B,0.369099999999999984,True,False,True
ADAD2,0.149999999999999994,False,False,True
ADAM15,0.225000000000000006,False,False,True
ADAM19,0.149999999999999994,False,True,True
ADAM20,0.149999999999999994,False,False,True
ADAM22,0.434499999999999997,False,False,True
ADAM23,0.149999999999999994,False,False,True
ADAM30,0.149999999999999994,False,False,True
ADAM7,0.149999999999999994,False,False,True
ADAMTS10,0.149999999999999994,False,False,True
ADAMTS15,0.149999999999999994,False,False,True
ADAMTS3,0.149999999999999994,False,False,True
ADAMTS6,0.149999999999999994,False,False,True
ADAMTS7,0.149999999999999994,False,False,True
ADAMTSL2,0.0749999999999999972,False,False,True
ADAMTSL4,0.0749999999999999972,False,False,True
ADAP2,0.0749999999999999972,False,False,True
ADAR,0.149999999999999994,False,False,True
ADAT1,0.0749999999999999972,False,False,True
ADCK1,0.420099999999999973,False,False,True
ADCK2,0.149999999999999994,False,False,True
ADCY1,0.25,True,False,True
ADCY3,0.225000000000000006,False,False,True
ADCY4,0.149999999999999994,False,False,True
ADCYAP1R1,0.149999999999999994,False,False,True
ADD3,0.149999999999999994,False,False,True
ADGRA1,0,False,False,True
ADGRA3,0,False,False,True
ADGRB1,0,False,False,True
ADGRD1,0,False,False,True
ADGRE2,0,False,False,True
ADGRE5,0,False,False,True
ADGRF1,0,True,False,True
ADGRF3,0,False,False,True
ADGRF4,0,False,False,True
ADGRF5,0,False,False,True
ADGRG4,0,False,False,True
ADGRG5,0,False,False,True
ADGRG7,0,False,False,True
ADGRL2,0,False,False,True
ADH4,0.0749999999999999972,True,False,True
ADH5,0.379500000000000004,True,False,True
ADIG,0.0749999999999999972,False,False,True
ADIPOQ,0.0749999999999999972,False,False,True
ADIPOR1,0.149999999999999994,False,False,True
ADIPOR2,0.149999999999999994,False,False,True
ADM2,0.149999999999999994,False,False,True
ADM5,0,False,False,True
ADNP,0.200000000000000011,False,False,True
ADORA2B,0.442500000000000004,True,False,True
ADPGK,0.0749999999999999972,False,False,True
ADPRH,0.0749999999999999972,False,False,True
ADPRHL2,0.0749999999999999972,False,False,True
ADPRM,0,False,False,True
ADRA1D,0.0749999999999999972,True,False,True
ADRA2B,0.0749999999999999972,True,False,True
ADRB2,0.266500000000000015,True,False,True
ADSL,0.149999999999999994,False,False,True
ADSSL1,0.393299999999999983,True,False,True
ADTRP,0,False,False,True
AEBP1,0.149999999999999994,False,True,True
AEBP2,0.0749999999999999972,False,False,True
AEN,0.0749999999999999972,False,False,True
AFDN,0,False,False,True
AFF1,0.545499999999999985,False,False,True
AFF2,0.149999999999999994,False,False,True
AFF3,0.36349999999999999,False,True,True
AFF4,0.40239999999999998,False,True,True
AFG3L2,0.281999999999999973,True,False,True
AFM,0.174999999999999989,False,False,True
AFMID,0.0749999999999999972,False,False,True
AFP,0.20699999999999999,True,False,True
AGA,0.149999999999999994,False,False,True
AGAP1,0.0749999999999999972,False,False,True
AGAP2,0.360700000000000021,False,False,True
AGBL3,0.0749999999999999972,False,False,True
AGFG1,0.0749999999999999972,False,False,True
AGFG2,0.0749999999999999972,False,False,True
AGK,0.149999999999999994,False,False,True
AGL,0.149999999999999994,False,False,True
AGO1,0,False,False,True
AGO3,0,False,False,True
AGPAT1,0.149999999999999994,False,False,True
AGPAT2,0.149999999999999994,False,False,True
AGPAT5,0.149999999999999994,False,False,True
AGR2,0.149999999999999994,False,False,True
AGRN,0.149999999999999994,False,True,True
AGRP,0.0749999999999999972,False,False,True
AGT,0.149999999999999994,True,False,True
AGTR1,0.373099999999999987,True,False,True
AGXT,0.0749999999999999972,True,False,True
AHCY,0.386699999999999988,True,False,True
AHCYL1,0.174999999999999989,False,False,True
AHCYL2,0.125,False,False,True
AHI1,0.0749999999999999972,False,False,True
AHRR,0.149999999999999994,False,False,True
AHSA1,0.0749999999999999972,False,False,True
AHSP,0,False,False,True
AICDA,0.0749999999999999972,False,False,True
AIF1,0.149999999999999994,False,False,True
AIFM1,0.321400000000000019,True,False,True
AIFM3,0.223799999999999999,False,False,True
AIG1,0.149999999999999994,False,False,True
AIMP2,0.149999999999999994,False,False,True
AIPL1,0.149999999999999994,False,False,True
AIRE,0.149999999999999994,False,False,True
AK2,0.372900000000000009,True,False,True
AK4,0,False,False,True
AK7,0.149999999999999994,False,False,True
AK9,0,False,False,True
AKAP6,0.149999999999999994,False,False,True
AKAP7,0.149999999999999994,False,False,True
AKIRIN2,0.0749999999999999972,False,False,True
AKR1B15,0.0749999999999999972,False,True,True
AKR1C1,0.340000000000000024,True,False,True
AKR1C4,0.0749999999999999972,True,False,True
AKR1D1,0.328299999999999981,True,False,True
AKR7A3,0.149999999999999994,False,True,True
AKT1,0.695699999999999985,True,False,True
AKT2,0.623800000000000021,True,False,True
AKT3,0.365599999999999981,True,False,True
AKTIP,0.149999999999999994,False,False,True
ALAD,0.0749999999999999972,True,False,True
ALAS1,0.306999999999999995,True,False,True
ALCAM,0.149999999999999994,False,False,True
ALDH18A1,0.229300000000000004,True,False,True
ALDH1A2,0.389000000000000012,True,False,True
ALDH1B1,0.354399999999999993,True,False,True
ALDH1L2,0.0749999999999999972,False,False,True
ALDH2,0.323199999999999987,True,False,True
ALDH3B2,0.357899999999999996,True,False,True
ALDH6A1,0.225000000000000006,True,False,True
ALDH7A1,0.434400000000000008,True,False,True
ALDH8A1,0.149999999999999994,False,False,True
ALDOA,0.32779999999999998,True,False,True
ALDOB,0.149999999999999994,True,False,True
ALG10B,0.149999999999999994,False,False,True
ALG11,0.225000000000000006,False,False,True
ALG12,0.149999999999999994,False,False,True
ALG3,0.225000000000000006,False,False,True
ALG5,0.149999999999999994,False,False,True
ALG6,0.149999999999999994,False,False,True
ALG8,0.0749999999999999972,False,False,True
ALG9,0.149999999999999994,False,False,True
ALK,0.349999999999999978,True,True,True
ALKBH3,0.383199999999999985,True,False,True
ALKBH4,0.0749999999999999972,False,False,True
ALKBH5,0.149999999999999994,False,False,True
ALKBH6,0.200000000000000011,False,False,True
ALKBH7,0.149999999999999994,False,False,True
ALKBH8,0.0749999999999999972,False,False,True
ALLC,0.149999999999999994,False,False,True
ALOX5,0.149999999999999994,True,False,True
ALOX5AP,0.303999999999999992,True,False,True
ALPK1,0.149999999999999994,False,False,True
ALS2,0.253199999999999981,False,False,True
ALX1,0.149999999999999994,False,False,True
ALYREF,0,False,False,True
AMBP,0.379699999999999982,True,False,True
AMBRA1,0.0749999999999999972,False,False,True
AMD1,0.266600000000000004,True,False,True
AMFR,0.0749999999999999972,False,False,True
AMHR2,0.0749999999999999972,True,False,True
AMIGO2,0.0749999999999999972,False,False,True
AMIGO3,0.149999999999999994,False,False,True
AMPD3,0.0749999999999999972,False,False,True
AMZ1,0.149999999999999994,False,False,True
ANAPC1,0.174999999999999989,False,False,True
ANAPC4,0.149999999999999994,False,True,True
ANG,0.0749999999999999972,True,False,True
ANGEL1,0.149999999999999994,False,False,True
ANGEL2,0.149999999999999994,False,False,True
ANGPT1,0.149999999999999994,False,False,True
ANGPTL3,0.0749999999999999972,False,False,True
ANGPTL4,0,False,False,True
ANGPTL6,0.149999999999999994,False,False,True
ANKDD1A,0.0749999999999999972,False,False,True
ANKFY1,0.149999999999999994,False,False,True
ANKH,0.149999999999999994,False,False,True
ANKIB1,0.149999999999999994,False,False,True
ANKK1,0.149999999999999994,False,False,True
ANKLE2,0,False,False,True
ANKMY1,0.149999999999999994,False,False,True
ANKRA2,0.0749999999999999972,False,False,True
ANKRD1,0.0749999999999999972,False,False,True
ANKRD10,0.149999999999999994,False,False,True
ANKRD12,0.25,False,False,True
ANKRD22,0.0749999999999999972,False,False,True
ANKRD23,0.149999999999999994,False,False,True
ANKRD24,0.225000000000000006,False,False,True
ANKRD26,0.149999999999999994,False,False,True
ANKRD27,0.149999999999999994,False,False,True
ANKRD30B,0.0749999999999999972,False,False,True
ANKRD31,0.0749999999999999972,False,False,True
ANKRD33B,0,False,False,True
ANKRD34C,0.0749999999999999972,False,False,True
ANKRD35,0.149999999999999994,False,False,True
ANKRD39,0.0749999999999999972,False,False,True
ANKRD40,0.149999999999999994,False,False,True
ANKRD44,0.0749999999999999972,False,False,True
ANKRD54,0.149999999999999994,False,False,True
ANKRD55,0.149999999999999994,False,False,True
ANKRD62,0,False,False,True
ANKRD65,0,False,False,True
ANKRD66,0,False,False,True
ANKUB1,0,False,False,True
ANLN,0.0749999999999999972,False,False,True
ANO6,0.0749999999999999972,False,False,True
ANO8,0.149999999999999994,False,False,True
ANP32A,0.0749999999999999972,False,False,True
ANP32E,0.149999999999999994,False,False,True
ANTXR1,0.0749999999999999972,False,False,True
ANXA11,0.315800000000000025,False,False,True
ANXA13,0.149999999999999994,False,False,True
ANXA2,0.167699999999999988,True,False,True
ANXA2R,0,False,False,True
ANXA6,0.200000000000000011,False,False,True
ANXA9,0.149999999999999994,False,False,True
AP1B1,0.149999999999999994,False,False,True
AP1G1,0.149999999999999994,False,False,True
AP1G2,0.149999999999999994,False,False,True
AP1M1,0.0749999999999999972,False,False,True
AP1M2,0.149999999999999994,False,False,True
AP1S1,0.149999999999999994,False,False,True
AP1S3,0.0749999999999999972,False,False,True
AP2A1,0.149999999999999994,False,False,True
AP2B1,0.0749999999999999972,False,False,True
AP3B1,0.225000000000000006,False,False,True
AP3B2,0.0749999999999999972,False,False,True
AP3M1,0.0749999999999999972,False,False,True
AP3S2,0.0749999999999999972,False,False,True
AP4E1,0.0749999999999999972,False,False,True
AP4S1,0.0749999999999999972,False,False,True
AP5M1,0,False,False,True
APBA1,0.225000000000000006,False,False,True
APC,0.740800000000000014,False,True,True
APC2,0.149999999999999994,False,False,True
APCDD1L,0.0749999999999999972,False,False,True
APCS,0.0749999999999999972,True,False,True
APEX1,0.329900000000000027,True,False,True
APH1B,0.0749999999999999972,True,False,True
API5,0.149999999999999994,False,False,True
APLF,0.149999999999999994,False,False,True
APLNR,0.0749999999999999972,False,False,True
APLP1,0.0749999999999999972,False,False,True
APOA1,0.149999999999999994,False,False,True
APOBEC1,0.149999999999999994,False,False,True
APOBEC3D,0.149999999999999994,False,False,True
APOC2,0.149999999999999994,False,False,True
APOC3,0.254800000000000026,False,False,True
APOE,0.260699999999999987,True,False,True
APOH,0.350100000000000022,False,False,True
APP,0.149999999999999994,True,False,True
APPBP2,0.149999999999999994,False,False,True
APTX,0.149999999999999994,False,False,True
AQP10,0.0749999999999999972,False,False,True
AQP3,0.149999999999999994,False,False,True
AQP6,0.0749999999999999972,False,False,True
AQP9,0.0749999999999999972,False,False,True
AR,0.349999999999999978,True,True,True
ARAF,0.331899999999999973,True,False,True
ARAP3,0.149999999999999994,False,False,True
ARC,0.149999999999999994,False,False,True
ARCN1,0.149999999999999994,False,False,True
AREL1,0,False,False,True
ARF1,0.341700000000000004,True,False,True
ARF4,0.295999999999999985,True,False,True
ARF5,0.225000000000000006,False,False,True
ARFGEF1,0.373300000000000021,False,False,True
ARFGEF2,0.149999999999999994,False,False,True
ARFGEF3,0,False,False,True
ARFIP1,0.0749999999999999972,False,False,True
ARFIP2,0.149999999999999994,False,False,True
ARG1,0.330000000000000016,True,False,True
ARGFX,0.0749999999999999972,False,False,True
ARGLU1,0.0749999999999999972,False,False,True
ARHGAP1,0.149999999999999994,False,False,True
ARHGAP11A,0.149999999999999994,False,False,True
ARHGAP11B,0.0749999999999999972,False,False,True
ARHGAP19,0.0749999999999999972,False,False,True
ARHGAP25,0.0749999999999999972,False,False,True
ARHGAP27,0.0749999999999999972,False,False,True
ARHGAP29,0.304599999999999982,False,False,True
ARHGAP30,0.0749999999999999972,False,False,True
ARHGAP33,0.0749999999999999972,False,False,True
ARHGAP36,0.0749999999999999972,False,False,True
ARHGAP45,0,False,False,True
ARHGAP5,0.225000000000000006,False,False,True
ARHGAP8,0.149999999999999994,False,False,True
ARHGAP9,0.149999999999999994,False,False,True
ARHGDIA,0.0749999999999999972,False,False,True
ARHGEF11,0.225000000000000006,False,False,True
ARHGEF16,0.149999999999999994,False,False,True
ARHGEF2,0.225000000000000006,False,False,True
ARHGEF26,0,False,False,True
ARHGEF28,0,False,False,True
ARHGEF33,0.0749999999999999972,False,False,True
ARHGEF39,0,False,False,True
ARHGEF5,0.0749999999999999972,False,False,True
ARHGEF7,0.210699999999999998,False,False,True
ARID1A,0.854500000000000037,False,False,True
ARID1B,0.25,False,False,True
ARID3B,0.149999999999999994,False,False,True
ARID4A,0.149999999999999994,False,False,True
ARID4B,0.149999999999999994,False,False,True
ARID5B,0.225000000000000006,False,False,True
ARIH1,0.149999999999999994,False,False,True
ARL13B,0.225000000000000006,False,False,True
ARL14EP,0,False,False,True
ARL4A,0.149999999999999994,False,False,True
ARL4C,0.0749999999999999972,False,False,True
ARL4D,0.149999999999999994,False,False,True
ARL5C,0.0749999999999999972,False,True,True
ARL6IP1,0.0749999999999999972,False,False,True
ARL6IP5,0.0749999999999999972,False,False,True
ARMC1,0.149999999999999994,False,False,True
ARMC10,0.149999999999999994,False,False,True
ARMC3,0.149999999999999994,False,False,True
ARMC5,0.149999999999999994,False,False,True
ARMCX2,0.0749999999999999972,False,False,True
ARMCX3,0.0749999999999999972,False,False,True
ARMCX5,0.0749999999999999972,False,False,True
ARNTL,0.149999999999999994,False,False,True
ARNTL2,0.149999999999999994,False,False,True
ARPC4,0.292100000000000026,False,False,True
ARPC5,0.427700000000000025,False,False,True
ARPP19,0.0749999999999999972,False,False,True
ARPP21,0.0749999999999999972,False,False,True
ARR3,0.0749999999999999972,False,False,True
ARRB1,0.0749999999999999972,False,False,True
ARRDC1,0.0749999999999999972,False,False,True
ARSE,0.0749999999999999972,False,False,True
ARSJ,0.149999999999999994,False,False,True
ARSK,0.0749999999999999972,False,False,True
ARV1,0.149999999999999994,False,False,True
ARVCF,0.149999999999999994,False,False,True
ASAH1,0.149999999999999994,False,False,True
ASAH2B,0,False,False,True
ASAP2,0.149999999999999994,False,False,True
ASB1,0.0749999999999999972,False,False,True
ASB10,0.149999999999999994,False,False,True
ASB12,0.0749999999999999972,False,False,True
ASB15,0.0749999999999999972,False,False,True
ASB3,0.0749999999999999972,False,False,True
ASB6,0.149999999999999994,False,False,True
