Gene Symbol,Gene ID,Cytoband
SFTPD,0,10q22.3
TMEM254,0,10q22.3
SFTPA2,0,10q22.3
NUTM2B,0,10q22.3
PLAC9,0,10q22.3
NUTM2E,0,10q22.3
EIF5AL1,0,10q22.3
MAT1A,0,10q22.3
DYDC1,0,10q23.1
DYDC2,0,10q23.1
PRXL2A,0,10q23.1
TSPAN14,0,10q23.1
SH2D4B,0,10q23.1
NRG3,0,10q23.1
GHITM,0,10q23.1
C10orf99,0,10q23.1
CDHR1,0,10q23.1
LRIT2,0,10q23.1
LRIT1,0,10q23.1
RGR,0,10q23.1
CCSER2,0,10q23.1
GRID1,0,10q23.1
WAPL,0,10q23.2
OPN4,0,10q23.2
LDB3,0,10q23.2
BMPR1A,0,10q23.2
MMRN2,0,10q23.2
SNCG,0,10q23.2
ADIRF,0,10q23.2
FAM25A,0,10q23.2
GLUD1,0,10q23.2
SHLD2,0,10q23.2
NUTM2A,0,10q23.2
NUTM2D,0,10q23.2
MINPP1,0,10q23.2
PAPSS2,0,10q23.2
ATAD1,0,10q23.31
KLLN,0,10q23.31
PTEN,0,10q23.31
RNLS,0,10q23.31
LIPJ,0,10q23.31
LIPF,0,10q23.31
LIPK,0,10q23.31
LIPN,0,10q23.31
LIPM,0,10q23.31
ANKRD22,0,10q23.31
STAMBPL1,0,10q23.31
ACTA2,0,10q23.31
FAS,0,10q23.31
LIPA,0,10q23.31
CH25H,0,10q23.31
IFIT2,0,10q23.31
IFIT3,0,10q23.31
IFIT1B,0,10q23.31
IFIT1,0,10q23.31
IFIT5,0,10q23.31
SLC16A12,0,10q23.31
PANK1,0,10q23.31
KIF20B,0,10q23.31
HTR7,0,10q23.31
RPP30,0,10q23.31
ANKRD1,0,10q23.31
PCGF5,0,10q23.32
HECTD2,0,10q23.32
PPP1R3C,0,10q23.32
TNKS2,0,10q23.32
FGFBP3,0,10q23.32
BTAF1,0,10q23.32
CPEB3,0,10q23.32
MARCHF5,0,10q23.32
IDE,0,10q23.33
KIF11,0,10q23.33
HHEX,0,10q23.33
EXOC6,0,10q23.33
CYP26C1,0,10q23.33
CYP26A1,0,10q23.33
MYOF,0,10q23.33
CEP55,0,10q23.33
FFAR4,0,10q23.33
RBP4,0,10q23.33
PDE6C,0,10q23.33
FRA10AC1,0,10q23.33
LGI1,0,10q23.33
SLC35G1,0,10q23.33
PLCE1,0,10q23.33
NOC3L,0,10q23.33
TBC1D12,0,10q23.33
HELLS,0,10q23.33
CYP2C18,0,10q23.33
AL583836.1,0,10q23.33
CYP2C19,0,10q23.33
CYP2C9,0,10q23.33
CYP2C8,0,10q23.33
ACSM6,0,10q23.33
PDLIM1,0,10q23.33
SORBS1,0,10q24.1
ALDH18A1,0,10q24.1
TCTN3,0,10q24.1
ENTPD1,0,10q24.1
AL365273.2,0,10q24.1
,0,10q24.1
,0,10q24.1
,0,10q24.1
CC2D2B,0,10q24.1
CCNJ,0,10q24.1
ZNF518A,0,10q24.1
BLNK,0,10q24.1
DNTT,0,10q24.1
OPALIN,0,10q24.1
TLL2,0,10q24.1
TM9SF3,0,10q24.1
PIK3AP1,0,10q24.1
LCOR,0,10q24.1
,0,10q24.1
SLIT1,0,10q24.1
ARHGAP19-SLIT1,0,10q24.1
ARHGAP19,0,10q24.1
FRAT1,0,10q24.1
FRAT2,0,10q24.1
RRP12,0,10q24.1
PGAM1,0,10q24.1
EXOSC1,0,10q24.1
ZDHHC16,0,10q24.1
MMS19,0,10q24.1
UBTD1,0,10q24.1
ANKRD2,0,10q24.2
HOGA1,0,10q24.2
AL355315.1,0,10q24.2
C10orf62,0,10q24.2
MORN4,0,10q24.2
PI4K2A,0,10q24.2
AVPI1,0,10q24.2
MARVELD1,0,10q24.2
ZFYVE27,0,10q24.2
SFRP5,0,10q24.2
GOLGA7B,0,10q24.2
CRTAC1,0,10q24.2
R3HCC1L,0,10q24.2
LOXL4,0,10q24.2
PYROXD2,0,10q24.2
HPS1,0,10q24.2
HPSE2,0,10q24.2
CNNM1,0,10q24.2
GOT1,0,10q24.2
NKX2-3,0,10q24.2
SLC25A28,0,10q24.2
ENTPD7,0,10q24.2
CUTC,0,10q24.2
COX15,0,10q24.2
ABCC2,0,10q24.2
DNMBP,0,10q24.2
CPN1,0,10q24.2
ERLIN1,0,10q24.31
CHUK,0,10q24.31
CWF19L1,0,10q24.31
BLOC1S2,0,10q24.31
PKD2L1,0,10q24.31
SCD,0,10q24.31
WNT8B,0,10q24.31
SEC31B,0,10q24.31
AL133352.1,0,10q24.31
NDUFB8,0,10q24.31
HIF1AN,0,10q24.31
PAX2,0,10q24.31
SLF2,0,10q24.31
MRPL43,0,10q24.31
SEMA4G,0,10q24.31
TWNK,0,10q24.31
LZTS2,0,10q24.31
PDZD7,0,10q24.31
SFXN3,0,10q24.31
KAZALD1,0,10q24.31
TLX1NB,0,10q24.31
TLX1,0,10q24.31
LBX1,0,10q24.32
BTRC,0,10q24.32
DPCD,0,10q24.32
POLL,0,10q24.32
FBXW4,0,10q24.32
FGF8,0,10q24.32
NPM3,0,10q24.32
OGA,0,10q24.32
KCNIP2,0,10q24.32
ARMH3,0,10q24.32
HPS6,0,10q24.32
LDB1,0,10q24.32
PPRC1,0,10q24.32
NOLC1,0,10q24.32
PITX3,0,10q24.32
ELOVL3,0,10q24.32
GBF1,0,10q24.32
NFKB2,0,10q24.32
PSD,0,10q24.32
FBXL15,0,10q24.32
CUEDC2,0,10q24.32
MFSD13A,0,10q24.32
ACTR1A,0,10q24.32
SUFU,0,10q24.32
TRIM8,0,10q24.32
ARL3,0,10q24.32
SFXN2,0,10q24.32
WBP1L,0,10q24.32
CYP17A1,0,10q24.32
BORCS7,0,10q24.32
BORCS7-ASMT,0,10q24.32
AS3MT,0,10q24.32
CNNM2,0,10q24.32
NT5C2,0,10q24.32
RPEL1,0,10q24.33
INA,0,10q24.33
PCGF6,0,10q24.33
TAF5,0,10q24.33
CALHM2,0,10q24.33
PDCD11,0,10q24.33
ATP5MD,0,10q24.33
CALHM1,0,10q24.33
CALHM3,0,10q24.33
NEURL1,0,10q24.33
SH3PXD2A,0,10q24.33
STN1,0,10q24.33
SLK,0,10q24.33
COL17A1,0,10q25.1
SFR1,0,10q25.1
CFAP43,0,10q25.1
GSTO1,0,10q25.1
GSTO2,0,10q25.1
ITPRIP,0,10q25.1
CFAP58,0,10q25.1
SORCS3,0,10q25.1
SORCS1,0,10q25.1
XPNPEP1,0,10q25.1
ADD3,0,10q25.1
MXI1,0,10q25.2
SMNDC1,0,10q25.2
DUSP5,0,10q25.2
SMC3,0,10q25.2
RBM20,0,10q25.2
PDCD4,0,10q25.2
BBIP1,0,10q25.2
SHOC2,0,10q25.2
ADRA2A,0,10q25.2
GPAM,0,10q25.2
TECTB,0,10q25.2
ACSL5,0,10q25.2
ZDHHC6,0,10q25.2
VTI1A,0,10q25.2
TCF7L2,0,10q25.2
HABP2,0,10q25.3
NRAP,0,10q25.3
CASP7,0,10q25.3
PLEKHS1,0,10q25.3
DCLRE1A,0,10q25.3
NHLRC2,0,10q25.3
ADRB1,0,10q25.3
CCDC186,0,10q25.3
TDRD1,0,10q25.3
VWA2,0,10q25.3
AFAP1L2,0,10q25.3
ABLIM1,0,10q25.3
FAM160B1,0,10q25.3
TRUB1,0,10q25.3
ATRNL1,0,10q25.3
GFRA1,0,10q25.3
CCDC172,0,10q25.3
PNLIPRP3,0,10q25.3
PNLIP,0,10q25.3
PNLIPRP1,0,10q25.3
C10orf82,0,10q25.3
HSPA12A,0,10q25.3
ENO4,0,10q25.3
SHTN1,0,10q25.3
VAX1,0,10q25.3
KCNK18,0,10q25.3
SLC18A2,0,10q25.3
PDZD8,0,10q25.3
EMX2,0,10q26.11
RAB11FIP2,0,10q26.11
FAM204A,0,10q26.11
PRLHR,0,10q26.11
CACUL1,0,10q26.11
EIF3A,0,10q26.11
NANOS1,0,10q26.11
DENND10,0,10q26.11
SFXN4,0,10q26.11
PRDX3,0,10q26.11
GRK5,0,10q26.11
RGS10,0,10q26.11
TIAL1,0,10q26.11
BAG3,0,10q26.11
INPP5F,0,10q26.11
MCMBP,0,10q26.11
SEC23IP,0,10q26.11
PLPP4,0,10q26.12
WDR11,0,10q26.12
FGFR2,0,10q26.13
ATE1,0,10q26.13
NSMCE4A,0,10q26.13
TACC2,0,10q26.13
BTBD16,0,10q26.13
PLEKHA1,0,10q26.13
ARMS2,0,10q26.13
HTRA1,0,10q26.13
DMBT1,0,10q26.13
C10orf120,0,10q26.13
CUZD1,0,10q26.13
FAM24B,0,10q26.13
FAM24A,0,10q26.13
C10orf88,0,10q26.13
PSTK,0,10q26.13
IKZF5,0,10q26.13
ACADSB,0,10q26.13
HMX3,0,10q26.13
HMX2,0,10q26.13
BUB3,0,10q26.13
GPR26,0,10q26.13
CPXM2,0,10q26.13
CHST15,0,10q26.13
OAT,0,10q26.13
NKX1-2,0,10q26.13
LHPP,0,10q26.13
AC068896.1,0,10q26.13
FAM53B,0,10q26.13
EEF1AKMT2,0,10q26.13
ABRAXAS2,0,10q26.13
ZRANB1,0,10q26.13
CTBP2,0,10q26.13
TEX36,0,10q26.13
EDRF1,0,10q26.2
MMP21,0,10q26.2
UROS,0,10q26.2
BCCIP,0,10q26.2
DHX32,0,10q26.2
FANK1,0,10q26.2
ADAM12,0,10q26.2
C10orf90,0,10q26.2
DOCK1,0,10q26.2
INSYN2A,0,10q26.2
NPS,0,10q26.2
FOXI2,0,10q26.2
CLRN3,0,10q26.2
PTPRE,0,10q26.2
MKI67,0,10q26.2
MGMT,0,10q26.3
EBF3,0,10q26.3
GLRX3,0,10q26.3
TCERG1L,0,10q26.3
PPP2R2D,0,10q26.3
BNIP3,0,10q26.3
JAKMIP3,0,10q26.3
DPYSL4,0,10q26.3
STK32C,0,10q26.3
LRRC27,0,10q26.3
PWWP2B,0,10q26.3
INPP5A,0,10q26.3
NKX6-2,0,10q26.3
CFAP46,0,10q26.3
ADGRA1,0,10q26.3
KNDC1,0,10q26.3
VENTX,0,10q26.3
UTF1,0,10q26.3
ADAM8,0,10q26.3
TUBGCP2,0,10q26.3
PRAP1,0,10q26.3
ZNF511,0,10q26.3
CALY,0,10q26.3
FUOM,0,10q26.3
ECHS1,0,10q26.3
PAOX,0,10q26.3
AL360181.3,0,10q26.3
MTG1,0,10q26.3
CYP2E1,0,10q26.3
SYCE1,0,10q26.3
SPRN,0,10q26.3
FRG2B,0,10q26.3
SIRT3,0,11p15.5
IFITM3,0,11p15.5
PGGHG,0,11p15.5
NLRP6,0,11p15.5
PTDSS2,0,11p15.5
ODF3,0,11p15.5
BET1L,0,11p15.5
RIC8A,0,11p15.5
B4GALNT4,0,11p15.5
PKP3,0,11p15.5
ANO9,0,11p15.5
SIGIRR,0,11p15.5
IFITM2,0,11p15.5
PSMD13,0,11p15.5
IFITM1,0,11p15.5
SCGB1C1,0,11p15.5
IFITM5,0,11p15.5
RNH1,0,11p15.5
HRAS,0,11p15.5
LRRC56,0,11p15.5
RASSF7,0,11p15.5
LMNTD2,0,11p15.5
PHRF1,0,11p15.5
CDHR5,0,11p15.5
IRF7,0,11p15.5
SCT,0,11p15.5
DRD4,0,11p15.5
DEAF1,0,11p15.5
TMEM80,0,11p15.5
EPS8L2,0,11p15.5
TALDO1,0,11p15.5
GATD1,0,11p15.5
SLC25A22,0,11p15.5
CEND1,0,11p15.5
PIDD1,0,11p15.5
RPLP2,0,11p15.5
PANO1,0,11p15.5
PNPLA2,0,11p15.5
CRACR2B,0,11p15.5
CD151,0,11p15.5
POLR2L,0,11p15.5
TSPAN4,0,11p15.5
CHID1,0,11p15.5
AP2A2,0,11p15.5
MUC6,0,11p15.5
MUC5AC,0,11p15.5
MUC5B,0,11p15.5
TOLLIP,0,11p15.5
BRSK2,0,11p15.5
MOB2,0,11p15.5
DUSP8,0,11p15.5
KRTAP5-1,0,11p15.5
,0,11p15.5
KRTAP5-2,0,11p15.5
KRTAP5-3,0,11p15.5
KRTAP5-5,0,11p15.5
KRTAP5-4,0,11p15.5
CTSD,0,11p15.5
LSP1,0,11p15.5
TNNI2,0,11p15.5
SYT8,0,11p15.5
KRTAP5-6,0,11p15.5
IFITM10,0,11p15.5
AC068580.4,0,11p15.5
,0,11p15.5
TNNT3,0,11p15.5
MRPL23,0,11p15.5
IGF2,0,11p15.5
INS-IGF2,0,11p15.5
TH,0,11p15.5
INS,0,11p15.5
ASCL2,0,11p15.5
C11orf21,0,11p15.5
TSPAN32,0,11p15.5
CD81,0,11p15.5
TRPM5,0,11p15.5
TSSC4,0,11p15.5
KCNQ1,0,11p15.5
CDKN1C,0,11p15.4
SLC22A18,0,11p15.4
PHLDA2,0,11p15.4
NAP1L4,0,11p15.4
CARS1,0,11p15.4
OSBPL5,0,11p15.4
MRGPRG,0,11p15.4
MRGPRE,0,11p15.4
ZNF195,0,11p15.4
ART1,0,11p15.4
ART5,0,11p15.4
CHRNA10,0,11p15.4
NUP98,0,11p15.4
PGAP2,0,11p15.4
RHOG,0,11p15.4
STIM1,0,11p15.4
RRM1,0,11p15.4
,0,11p15.4
TRIM21,0,11p15.4
OR52K2,0,11p15.4
OR52K1,0,11p15.4
OR52M1,0,11p15.4
C11orf40,0,11p15.4
OR52I2,0,11p15.4
OR52I1,0,11p15.4
TRIM68,0,11p15.4
OR51D1,0,11p15.4
OR51E1,0,11p15.4
OR51E2,0,11p15.4
MMP26,0,11p15.4
,0,11p15.4
,0,11p15.4
OR51F2,0,11p15.4
OR51S1,0,11p15.4
OR51H1,0,11p15.4
OR51T1,0,11p15.4
OR51A7,0,11p15.4
OR51G2,0,11p15.4
,0,11p15.4
OR51A2,0,11p15.4
OR51A4,0,11p15.4
OR51L1,0,11p15.4
OR52J3,0,11p15.4
OR52E2,0,11p15.4
OR52A5,0,11p15.4
OR52A1,0,11p15.4
OR51V1,0,11p15.4
HBB,0,11p15.4
HBD,0,11p15.4
HBG1,0,11p15.4
HBG2,0,11p15.4
,0,11p15.4
,0,11p15.4
HBE1,0,11p15.4
OR51B4,0,11p15.4
,0,11p15.4
,0,11p15.4
OR51B6,0,11p15.4
OR51M1,0,11p15.4
OR51J1,0,11p15.4
OR51Q1,0,11p15.4
OR51I1,0,11p15.4
OR51I2,0,11p15.4
OR52D1,0,11p15.4
UBQLN3,0,11p15.4
UBQLNL,0,11p15.4
OR52H1,0,11p15.4
OR52B6,0,11p15.4
TRIM6,0,11p15.4
TRIM6-TRIM34,0,11p15.4
TRIM34,0,11p15.4
TRIM5,0,11p15.4
TRIM22,0,11p15.4
OR56B1,0,11p15.4
OR52N4,0,11p15.4
OR52N1,0,11p15.4
OR52N5,0,11p15.4
OR52N2,0,11p15.4
OR52E6,0,11p15.4
OR52E4,0,11p15.4
OR52E8,0,11p15.4
OR52E5,0,11p15.4
OR56A3,0,11p15.4
OR56A5,0,11p15.4
OR52L1,0,11p15.4
OR56B4,0,11p15.4
OR56A1,0,11p15.4
OR56A4,0,11p15.4
OR52B2,0,11p15.4
OR52W1,0,11p15.4
FAM160A2,0,11p15.4
C11orf42,0,11p15.4
CNGA4,0,11p15.4
CCKBR,0,11p15.4
CAVIN3,0,11p15.4
SMPD1,0,11p15.4
APBB1,0,11p15.4
HPX,0,11p15.4
TRIM3,0,11p15.4
ARFIP2,0,11p15.4
TIMM10B,0,11p15.4
,0,11p15.4
DNHD1,0,11p15.4
RRP8,0,11p15.4
ILK,0,11p15.4
TAF10,0,11p15.4
TPP1,0,11p15.4
DCHS1,0,11p15.4
MRPL17,0,11p15.4
OR2AG2,0,11p15.4
,0,11p15.4
OR6A2,0,11p15.4
OR10A5,0,11p15.4
OR10A2,0,11p15.4
OR10A4,0,11p15.4
ZNF215,0,11p15.4
OR2D2,0,11p15.4
OR2D3,0,11p15.4
ZNF214,0,11p15.4
NLRP14,0,11p15.4
RBMXL2,0,11p15.4
SYT9,0,11p15.4
OLFML1,0,11p15.4
PPFIBP2,0,11p15.4
CYB5R2,0,11p15.4
OVCH2,0,11p15.4
OR5P2,0,11p15.4
OR5P3,0,11p15.4
,0,11p15.4
OR10A3,0,11p15.4
NLRP10,0,11p15.4
EIF3F,0,11p15.4
TUB,0,11p15.4
RIC3,0,11p15.4
LMO1,0,11p15.4
STK33,0,11p15.4
TRIM66,0,11p15.4
RPL27A,0,11p15.4
ST5,0,11p15.4
AKIP1,0,11p15.4
C11orf16,0,11p15.4
ASCL3,0,11p15.4
TMEM9B,0,11p15.4
NRIP3,0,11p15.4
SCUBE2,0,11p15.4
DENND5A,0,11p15.4
TMEM41B,0,11p15.4
IPO7,0,11p15.4
ZNF143,0,11p15.4
WEE1,0,11p15.4
SWAP70,0,11p15.4
SBF2,0,11p15.4
ADM,0,11p15.4
AMPD3,0,11p15.4
MTRNR2L8,0,11p15.4
RNF141,0,11p15.4
LYVE1,0,11p15.4
MRVI1,0,11p15.4
CTR9,0,11p15.4
EIF4G2,0,11p15.4
ZBED5,0,11p15.4
GALNT18,0,11p15.4
CSNK2A3,0,11p15.4
USP47,0,11p15.3
DKK3,0,11p15.3
MICAL2,0,11p15.3
,0,11p15.3
PARVA,0,11p15.3
TEAD1,0,11p15.3
RASSF10,0,11p15.3
ARNTL,0,11p15.3
BTBD10,0,11p15.3
PTH,0,11p15.3
FAR1,0,11p15.3
SPON1,0,11p15.2
RRAS2,0,11p15.2
COPB1,0,11p15.2
AC018523.2,0,11p15.2
PSMA1,0,11p15.2
PDE3B,0,11p15.2
CYP2R1,0,11p15.2
CALCB,0,11p15.2
CALCA,0,11p15.2
INSC,0,11p15.2
SOX6,0,11p15.2
C11orf58,0,11p15.2
PLEKHA7,0,11p15.2
RPS13,0,11p15.1
PIK3C2A,0,11p15.1
NUCB2,0,11p15.1
NCR3LG1,0,11p15.1
KCNJ11,0,11p15.1
ABCC8,0,11p15.1
USH1C,0,11p15.1
OTOG,0,11p15.1
MYOD1,0,11p15.1
KCNC1,0,11p15.1
SERGEF,0,11p15.1
TPH1,0,11p15.1
SAAL1,0,11p15.1
SAA2-SAA4,0,11p15.1
MRGPRX3,0,11p15.1
MRGPRX4,0,11p15.1
SAA4,0,11p15.1
SAA2,0,11p15.1
SAA1,0,11p15.1
HPS5,0,11p15.1
GTF2H1,0,11p15.1
LDHA,0,11p15.1
LDHC,0,11p15.1
LDHAL6A,0,11p15.1
TSG101,0,11p15.1
UEVLD,0,11p15.1
SPTY2D1,0,11p15.1
TMEM86A,0,11p15.1
IGSF22,0,11p15.1
PTPN5,0,11p15.1
MRGPRX1,0,11p15.1
MRGPRX2,0,11p15.1
ZDHHC13,0,11p15.1
CSRP3,0,11p15.1
E2F8,0,11p15.1
NAV2,0,11p15.1
DBX1,0,11p15.1
HTATIP2,0,11p15.1
PRMT3,0,11p15.1
SLC6A5,0,11p15.1
NELL1,0,11p15.1
ANO5,0,11p14.3
SLC17A6,0,11p14.3
FANCF,0,11p14.3
GAS2,0,11p14.3
SVIP,0,11p14.3
CCDC179,0,11p14.3
LUZP2,0,11p14.3
ANO3,0,11p14.2
MUC15,0,11p14.2
SLC5A12,0,11p14.2
FIBIN,0,11p14.2
BBOX1,0,11p14.2
CCDC34,0,11p14.1
LGR4,0,11p14.1
LIN7C,0,11p14.1
BDNF,0,11p14.1
KIF18A,0,11p14.1
METTL15,0,11p14.1
KCNA4,0,11p14.1
FSHB,0,11p14.1
ARL14EP,0,11p14.1
MPPED2,0,11p14.1
DCDC1,0,11p14.1
DNAJC24,0,11p13
IMMP1L,0,11p13
ELP4,0,11p13
PAX6,0,11p13
RCN1,0,11p13
WT1,0,11p13
EIF3M,0,11p13
CCDC73,0,11p13
PRRG4,0,11p13
QSER1,0,11p13
DEPDC7,0,11p13
TCP11L1,0,11p13
,0,11p13
CSTF3,0,11p13
HIPK3,0,11p13
KIAA1549L,0,11p13
CD59,0,11p13
C11orf91,0,11p13
FBXO3,0,11p13
LMO2,0,11p13
CAPRIN1,0,11p13
NAT10,0,11p13
ABTB2,0,11p13
CAT,0,11p13
ELF5,0,11p13
EHF,0,11p13
APIP,0,11p13
PDHX,0,11p13
CD44,0,11p13
SLC1A2,0,11p13
PAMR1,0,11p13
FJX1,0,11p13
TRIM44,0,11p13
LDLRAD3,0,11p13
COMMD9,0,11p13
PRR5L,0,11p13
TRAF6,0,11p12
RAG1,0,11p12
RAG2,0,11p12
C11orf74,0,11p12
LRRC4C,0,11p12
API5,0,11p12
TTC17,0,11p12
HSD17B12,0,11p11.2
ALKBH3,0,11p11.2
C11orf96,0,11p11.2
ACCSL,0,11p11.2
ACCS,0,11p11.2
EXT2,0,11p11.2
ALX4,0,11p11.2
CD82,0,11p11.2
TSPAN18,0,11p11.2
TP53I11,0,11p11.2
PRDM11,0,11p11.2
SYT13,0,11p11.2
CHST1,0,11p11.2
SLC35C1,0,11p11.2
CRY2,0,11p11.2
MAPK8IP1,0,11p11.2
C11orf94,0,11p11.2
PEX16,0,11p11.2
LARGE2,0,11p11.2
PHF21A,0,11p11.2
CREB3L1,0,11p11.2
DGKZ,0,11p11.2
MDK,0,11p11.2
CHRM4,0,11p11.2
AMBRA1,0,11p11.2
HARBI1,0,11p11.2
ATG13,0,11p11.2
ARHGAP1,0,11p11.2
ZNF408,0,11p11.2
F2,0,11p11.2
CKAP5,0,11p11.2
LRP4,0,11p11.2
C11orf49,0,11p11.2
ARFGAP2,0,11p11.2
PACSIN3,0,11p11.2
DDB2,0,11p11.2
ACP2,0,11p11.2
NR1H3,0,11p11.2
MADD,0,11p11.2
MYBPC3,0,11p11.2
SPI1,0,11p11.2
SLC39A13,0,11p11.2
PSMC3,0,11p11.2
RAPSN,0,11p11.2
CELF1,0,11p11.2
PTPMT1,0,11p11.2
NDUFS3,0,11p11.2
KBTBD4,0,11p11.2
C1QTNF4,0,11p11.2
FAM180B,0,11p11.2
MTCH2,0,11p11.2
AGBL2,0,11p11.2
FNBP4,0,11p11.2
NUP160,0,11p11.2
PTPRJ,0,11p11.2
OR4B1,0,11p11.2
,0,11p11.2
OR4X1,0,11p11.2
OR4S1,0,11p11.2
OR4C3,0,11p11.2
OR4C5,0,11p11.2
OR4A47,0,11p11.2
TRIM49B,0,11p11.12
TRIM64C,0,11p11.12
FOLH1,0,11p11.12
OR4C13,0,11p11.12
OR4C12,0,11p11.12
TRIM51,0,11q12.1
OR5F1,0,11q12.1
TRIM48,0,11q11
OR8J3,0,11q12.1
OR5I1,0,11q12.1
OR8I2,0,11q12.1
OR4C11,0,11q11
OR5J2,0,11q12.1
OR10AG1,0,11q12.1
OR4S2,0,11q11
OR5T2,0,11q12.1
OR8K5,0,11q12.1
OR8H3,0,11q12.1
OR8H2,0,11q12.1
OR5AS1,0,11q12.1
OR4C6,0,11q11
OR4P4,0,11q11
,0,11q11
OR4C15,0,11q11
OR4A15,0,11q11
OR4A16,0,11q11
OR4C46,0,11q11
OR5D14,0,11q11
,0,11q12.1
OR5D18,0,11q12.1
OR5W2,0,11q12.1
,0,11q11
OR5D16,0,11q12.1
OR5L2,0,11q12.1
OR4A5,0,11q11
OR5T3,0,11q12.1
OR5T1,0,11q12.1
OR8H1,0,11q12.1
,0,11q12.1
OR8K1,0,11q12.1
OR8J1,0,11q12.1
OR8U1,0,11q12.1
,0,11q12.1
OR5M9,0,11q12.1
OR5M3,0,11q12.1
OR5M8,0,11q12.1
OR5M11,0,11q12.1
OR5M10,0,11q12.1
OR5M1,0,11q12.1
OR5AP2,0,11q12.1
,0,11q12.1
OR9G1,0,11q12.1
OR9G4,0,11q12.1
OR5AK2,0,11q12.1
LRRC55,0,11q12.1
APLNR,0,11q12.1
TNKS1BP1,0,11q12.1
SSRP1,0,11q12.1
P2RX3,0,11q12.1
PRG3,0,11q12.1
PRG2,0,11q12.1
AP000781.2,0,11q12.1
SLC43A3,0,11q12.1
RTN4RL2,0,11q12.1
SLC43A1,0,11q12.1
TIMM10,0,11q12.1
SMTNL1,0,11q12.1
UBE2L6,0,11q12.1
SERPING1,0,11q12.1
YPEL4,0,11q12.1
CLP1,0,11q12.1
ZDHHC5,0,11q12.1
MED19,0,11q12.1
TMX2,0,11q12.1
TMX2-CTNND1,0,11q12.1
SELENOH,0,11q12.1
BTBD18,0,11q12.1
AP001931.1,0,11q12.1
CTNND1,0,11q12.1
OR9Q1,0,11q12.1
,0,11q12.1
OR9I1,0,11q12.1
OR9Q2,0,11q12.1
OR1S2,0,11q12.1
,0,11q12.1
OR10Q1,0,11q12.1
OR10W1,0,11q12.1
OR5B17,0,11q12.1
OR5B3,0,11q12.1
OR5B2,0,11q12.1
OR5B12,0,11q12.1
OR5B21,0,11q12.1
LPXN,0,11q12.1
ZFP91,0,11q12.1
ZFP91-CNTF,0,11q12.1
CNTF,0,11q12.1
GLYAT,0,11q12.1
GLYATL2,0,11q12.1
GLYATL1,0,11q12.1
FAM111B,0,11q12.1
FAM111A,0,11q12.1
DTX4,0,11q12.1
MPEG1,0,11q12.1
OR5AN1,0,11q12.1
OR5A2,0,11q12.1
OR5A1,0,11q12.1
OR4D6,0,11q12.1
OR4D10,0,11q12.1
OR4D11,0,11q12.1
OR4D9,0,11q12.1
OSBP,0,11q12.1
PATL1,0,11q12.1
STX3,0,11q12.1
OR10V1,0,11q12.1
MRPL16,0,11q12.1
CBLIF,0,11q12.1
TCN1,0,11q12.1
OOSP2,0,11q12.1
MS4A3,0,11q12.1
MS4A2,0,11q12.1
MS4A6A,0,11q12.2
MS4A4E,0,11q12.2
MS4A4A,0,11q12.2
MS4A6E,0,11q12.2
MS4A7,0,11q12.2
MS4A14,0,11q12.2
MS4A5,0,11q12.2
MS4A1,0,11q12.2
MS4A12,0,11q12.2
MS4A13,0,11q12.2
MS4A8,0,11q12.2
MS4A18,0,11q12.2
MS4A15,0,11q12.2
MS4A10,0,11q12.2
CCDC86,0,11q12.2
PTGDR2,0,11q12.2
ZP1,0,11q12.2
PRPF19,0,11q12.2
TMEM109,0,11q12.2
TMEM132A,0,11q12.2
SLC15A3,0,11q12.2
CD6,0,11q12.2
CD5,0,11q12.2
VPS37C,0,11q12.2
PGA4,0,11q12.2
PGA3,0,11q12.2
PGA5,0,11q12.2
VWCE,0,11q12.2
DDB1,0,11q12.2
TKFC,0,11q12.2
TMEM138,0,11q12.2
CYB561A3,0,11q12.2
TMEM216,0,11q12.2
CPSF7,0,11q12.2
SDHAF2,0,11q12.2
AP003108.2,0,11q12.2
PPP1R32,0,11q12.2
SYT7,0,11q12.2
LRRC10B,0,11q12.2
DAGLA,0,11q12.2
MYRF,0,11q12.2
TMEM258,0,11q12.2
FADS2,0,11q12.2
FEN1,0,11q12.2
FADS1,0,11q12.2
FADS3,0,11q12.2
RAB3IL1,0,11q12.2
BEST1,0,11q12.3
FTH1,0,11q12.3
INCENP,0,11q12.3
SCGB1D1,0,11q12.3
SCGB2A1,0,11q12.3
SCGB1D2,0,11q12.3
SCGB2A2,0,11q12.3
SCGB1D4,0,11q12.3
ASRGL1,0,11q12.3
SCGB1A1,0,11q12.3
AHNAK,0,11q12.3
EEF1G,0,11q12.3
AP002990.1,0,11q12.3
TUT1,0,11q12.3
MTA2,0,11q12.3
EML3,0,11q12.3
ROM1,0,11q12.3
B3GAT3,0,11q12.3
GANAB,0,11q12.3
INTS5,0,11q12.3
AP001458.2,0,11q12.3
LBHD1,0,11q12.3
UQCC3,0,11q12.3
CSKMT,0,11q12.3
C11orf98,0,11q12.3
UBXN1,0,11q12.3
LRRN4CL,0,11q12.3
BSCL2,0,11q12.3
HNRNPUL2-BSCL2,0,11q12.3
GNG3,0,11q12.3
HNRNPUL2,0,11q12.3
TTC9C,0,11q12.3
ZBTB3,0,11q12.3
POLR2G,0,11q12.3
TAF6L,0,11q12.3
TMEM223,0,11q12.3
TMEM179B,0,11q12.3
NXF1,0,11q12.3
